decile,group,n_papers,sum_cited,sum_mutual,rate_pct
1,diverse,4683985,18961596.0,39095.0,0.20617990173401016
1,non-diverse,2840099,11019759.0,24277.0,0.22030427344191467
2,diverse,6662615,49967846.0,89293.0,0.17870091898698215
2,non-diverse,2158519,15856949.0,27629.0,0.17423906704877465
3,diverse,4874874,53528624.0,88420.0,0.16518265068797583
3,non-diverse,1112694,12138100.0,18157.0,0.14958683813776455
4,diverse,7405222,110747300.0,173439.0,0.15660788118536526
4,non-diverse,1221700,18105337.0,24778.0,0.13685467439794133
5,diverse,6602285,131758313.0,192385.0,0.1460135574140206
5,non-diverse,794593,15768363.0,19589.0,0.12422976310223198
6,diverse,6979913,177528803.0,243911.0,0.1373923531721216
6,non-diverse,617341,15601434.0,17391.0,0.11147052251735322
7,diverse,7859685,254246488.0,312934.0,0.12308291943839948
7,non-diverse,464662,14872766.0,15147.0,0.10184386683687487
8,diverse,7386171,304376322.0,326937.0,0.10741210020929289
8,non-diverse,250389,10200694.0,10426.0,0.1022087320725433
9,diverse,7660273,415853193.0,395270.0,0.09505037033586033
9,non-diverse,146360,7824096.0,7676.0,0.0981071806889895
10,diverse,7606822,847050875.0,605137.0,0.07144045509663159
10,non-diverse,72587,6237507.0,5662.0,0.09077344522418973
